"table_name","column_name"
ledger_mailing_excise_jurisdiction_details,division
ledger_mailing_excise_jurisdiction_details,commissionerate
ledger_mailing_excise_jurisdiction_details,status
ledger_mailing_excise_jurisdiction_details,ledger_id
ledger_mailing_excise_jurisdiction_details,ledger_mailing_detail_id
ledger_mailing_gst_details,ledger_mailing_gst_detail_id
ledger_mailing_gst_details,ledger_mailing_detail_id
ledger_mailing_gst_details,ledger_id
ledger_mailing_gst_details,organization_id
ledger_mailing_gst_details,registration_type
ledger_mailing_gst_details,assesse_of_other_territory
ledger_mailing_gst_details,gstin
ledger_mailing_gst_details,status
ledger_mailing_vat_details,ledger_mailing_vat_detail_id
ledger_mailing_vat_details,ledger_mailing_detail_id
ledger_mailing_vat_details,organization_id
ledger_mailing_vat_details,pan_no
ledger_mailing_vat_details,dealer_type
ledger_mailing_vat_details,sales_tax_no
ledger_mailing_vat_details,cst_no
ledger_mailing_vat_details,status
ledger_mailing_vat_details,ledger_id
ledger_method_of_appropriations,ledger_method_of_appropriation_id
ledger_method_of_appropriations,ledger_id
ledger_method_of_appropriations,organization_id
ledger_method_of_appropriations,organization_tds_nature_of_payment_id
ledger_method_of_appropriations,organization_tcs_nature_of_good_id
ledger_method_of_appropriations,organization_excise_duty_classification_id
ledger_method_of_appropriations,behave_as_duties_and_tax_ledger
ledger_method_of_appropriations,duty_or_tax_type
ledger_method_of_appropriations,percentage_of_calculation
ledger_method_of_appropriations,rounding_method
ledger_method_of_appropriations,rounding_limit
ledger_method_of_appropriations,include_in_assessable_value_cal_for
ledger_method_of_appropriations,method_of_calculation
ledger_method_of_appropriations,method_of_appropriation_in_pi
ledger_method_of_appropriations,tax_head
ledger_method_of_appropriations,tax_type
ledger_method_of_appropriations,valuation_type
ledger_method_of_appropriations,rate_per_unit
ledger_method_of_appropriations,status
ledger_opening_balance_breakups,ledger_opening_balance_breakup_id
ledger_opening_balance_breakups,ledger_opening_balance_id
ledger_opening_balance_breakups,organization_id
ledger_opening_balance_breakups,date
ledger_opening_balance_breakups,name
ledger_opening_balance_breakups,due_date
ledger_opening_balance_breakups,credit_days
ledger_opening_balance_breakups,amount
ledger_opening_balance_breakups,amount_type
ledger_opening_balance_breakups,status
ledger_opening_balances,ledger_opening_balance_id
ledger_opening_balances,ledger_id
ledger_opening_balances,organization_id
ledger_opening_balances,date
ledger_opening_balances,amount
ledger_opening_balances,amount_type
ledger_opening_balances,status
ledger_service_tax_details,ledger_service_tax_detail_id
ledger_service_tax_details,ledger_id
ledger_service_tax_details,organization_id
ledger_service_tax_details,organization_service_category_id
ledger_service_tax_details,name
ledger_service_tax_details,is_service_tax_applicable
ledger_service_tax_details,applicable_from
ledger_service_tax_details,service_code
ledger_service_tax_details,sub_clause_no
ledger_service_tax_details,service_tax
ledger_service_tax_details,edu_cess
ledger_service_tax_details,sec_edu_cess
ledger_service_tax_details,swachh_bharat_cess
ledger_service_tax_details,krishi_kalyan_cess
ledger_service_tax_details,abatement_rate
ledger_service_tax_details,notification_no
ledger_service_tax_details,notification_sno
ledger_service_tax_details,status
ledger_service_tax_registration_details,ledger_service_tax_registration_detail_id
ledger_service_tax_registration_details,ledger_id
ledger_service_tax_registration_details,organization_id
ledger_service_tax_registration_details,tax_registration_number
ledger_service_tax_registration_details,type_of_service
ledger_service_tax_registration_details,is_party_an_associated_enterprise
ledger_service_tax_registration_details,does_party_belong_to_non_taxable_territory
ledger_service_tax_registration_details,status
ledger_tcs_details,ledger_tcs_detail_id
ledger_tcs_details,ledger_id
ledger_tcs_details,organization_id
ledger_tcs_details,organization_tcs_nature_of_good_id
ledger_tcs_details,is_tcs_applicable
ledger_tcs_details,status
ledger_tds_applicability_details,ledger_tds_applicability_detail_id
ledger_tds_applicability_details,ledger_id
ledger_tds_applicability_details,organization_id
ledger_tds_applicability_details,is_tds_deductable
ledger_tds_applicability_details,treat_as_tds_expenses
ledger_tds_applicability_details,deductee_type
ledger_tds_applicability_details,deduct_tds_in_same_voucher
ledger_tds_applicability_details,pan_it_no
ledger_tds_applicability_details,pan_status
ledger_tds_applicability_details,deductee_ref
ledger_tds_applicability_details,tax_unique_identification_number
ledger_tds_applicability_details,name_on_pan
ledger_tds_applicability_details,status
ledger_tds_deduct_in_same_vouchers,ledger_tds_deduct_in_same_voucher_id
ledger_tds_deduct_in_same_vouchers,ledger_id
ledger_tds_deduct_in_same_vouchers,ledger_tds_detail_id
ledger_tds_deduct_in_same_vouchers,organization_id
ledger_tds_deduct_in_same_vouchers,organization_tds_nature_of_payment_id
ledger_tds_deduct_in_same_vouchers,status
ledger_tds_details,ledger_tds_detail_id
ledger_tds_details,ledger_id
ledger_tds_details,organization_id
ledger_tds_details,organization_tds_nature_of_payment_id
ledger_tds_details,is_tds_applicable
ledger_tds_details,is_tds_deductable
ledger_tds_details,treat_as_tds_expenses
ledger_tds_details,deductee_type
ledger_tds_details,deduct_tds_in_same_voucher
ledger_tds_details,use_advanced_tds_entries
ledger_tds_details,ignore_surcharge_exemption_limit
ledger_tds_details,set_alter_zero_lower_deduction
ledger_tds_details,ignore_income_tax_exemption_limit
